command	count	first_seen_utc	last_seen_utc	workdir_count	source_log_count	examples
bash -lc apply_patch <<'PATCH' *** Begin Patch *** Update File: docs/source/quick-start.rst @@ -Agilab is a software solution to explore AI for engineering. This quick-start -walks you through the minimal steps required to install the framework, open the -Streamlit UI, and run one of the sample apps. For architectural context see -:doc:`architecture` and :doc:`agi-core-architecture`. +Agilab is a software solution to explore AI for engineering. This quick-start +walks you through the minimal steps required to install the framework, open the +Streamlit UI, and run one of the sample apps. For architectural context see +:doc:`architecture` and :doc:`agi-core-architecture`. + +Prerequisites +------------- + +- Python 3.11+ with `uv <https://docs.astral.sh/uv/>`_ installed +  (``curl -LsSf https://astral.sh/uv/install.sh | sh``). +- macOS or Linux shell (use WSL2 on Windows until native support lands). +- SSH key access to any remote cluster you intend to use. +- Optional: PyCharm 2025.2+ to load the bundled run configurations. @@ -If you want to install on a cluster, the installer must have SSH key access or -credentials with permission to deploy workers. See :doc:`cluster` for the full -workflow. +Cluster installs +^^^^^^^^^^^^^^^^ + +If you want to install on a cluster, the installer must have SSH key access or +credentials with permission to deploy workers. See :doc:`cluster` for the full +workflow. ``pycharm/setup_pycharm.py`` mirrors Streamlit run configurations to +``~/log/execute/<app>/AGI_*.py`` so that IDE and CLI stay in sync. *** End Patch PATCH	2	2025-11-13T16:28:12.152000+00:00	2025-11-13T16:28:28.352000+00:00	2	1	bash -lc apply_patch <<'PATCH' *** Begin Patch *** Update File: docs/source/quick-start.rst @@ -Agilab is a software solution to explore AI for engineering. This quick-start -walks you through the minimal steps required to install the framework, open the -Streamlit UI, and run one of the sample apps. For architectural context see -:doc:`architecture` and :doc:`agi-core-architecture`. +Agilab is a software solution to explore AI for engineering. This quick-start +walks you through the minimal steps required to install the framework, open the +Streamlit UI, and run one of the sample apps. For architectural context see +:doc:`architecture` and :doc:`agi-core-architecture`. + +Prerequisites +------------- + +- Python 3.11+ with `uv <https://docs.astral.sh/uv/>`_ installed +  (``curl -LsSf https://astral.sh/uv/install.sh | sh``). +- macOS or Linux shell (use WSL2 on Windows until native support lands). +- SSH key access to any remote cluster you intend to use. +- Optional: PyCharm 2025.2+ to load the bundled run configurations. @@ -If you want to install on a cluster, the installer must have SSH key access or -credentials with permission to deploy workers. See :doc:`cluster` for the full -workflow. +Cluster installs +^^^^^^^^^^^^^^^^ + +If you want to install on a cluster, the installer must have SSH key access or +credentials with permission to deploy workers. See :doc:`cluster` for the full +workflow. ``pycharm/setup_pycharm.py`` mirrors Streamlit run configurations to +``~/log/execute/<app>/AGI_*.py`` so that IDE and CLI stay in sync. *** End Patch PATCH
bash -lc cat -n src/agilab/examples/flight_trajectory/AGI_install_flight_trajectory.py	2	2025-11-07T17:46:28.656000+00:00	2025-11-10T12:30:22.251000+00:00	1	2	bash -lc cat -n src/agilab/examples/flight_trajectory/AGI_install_flight_trajectory.py
bash -lc cat /Users/agi/wenv/dask_scheduler.pid	2	2025-11-13T12:15:35.421000+00:00	2025-11-13T12:24:57.959000+00:00	1	1	bash -lc cat /Users/agi/wenv/dask_scheduler.pid
bash -lc cat docs/source/Agilab-Overview.svg | head	2	2025-11-13T16:32:33.432000+00:00	2025-11-13T16:33:12.472000+00:00	2	1	bash -lc cat docs/source/Agilab-Overview.svg | head
bash -lc cat src/agilab/apps/flight_project/src/app_settings.toml	2	2025-11-10T10:10:51.563000+00:00	2025-11-13T08:44:59.714000+00:00	2	2	bash -lc cat src/agilab/apps/flight_project/src/app_settings.toml
bash -lc cat ~/.ssh/config	2	2025-11-07T16:56:07.425000+00:00	2025-11-08T09:05:37.822000+00:00	1	2	bash -lc cat ~/.ssh/config
bash -lc cd /Users/agi/PycharmProjects/agilab && cp ../thales_agilab/src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker/dataset.7z src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker/dataset.7z	2	2025-11-07T15:44:15.946000+00:00	2025-11-07T16:16:50.285000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/agilab && cp ../thales_agilab/src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker/dataset.7z src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker/dataset.7z
bash -lc cd /Users/agi/PycharmProjects/agilab && git status -sb	2	2025-11-07T13:15:49.859000+00:00	2025-11-07T13:42:18.970000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/agilab && git status -sb
bash -lc cd /Users/agi/PycharmProjects/agilab && python3 -m py_compile src/agilab/core/agi-env/src/agi_env/agi_env.py	2	2025-11-07T14:51:19.370000+00:00	2025-11-07T16:36:02.619000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/agilab && python3 -m py_compile src/agilab/core/agi-env/src/agi_env/agi_env.py
bash -lc cd /Users/agi/PycharmProjects/agilab && python3 -m py_compile src/agilab/core/agi-env/src/agi_env/agi_env.py src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py	2	2025-11-07T14:41:30.129000+00:00	2025-11-07T14:50:27.153000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/agilab && python3 -m py_compile src/agilab/core/agi-env/src/agi_env/agi_env.py src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py
bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "data_in" src/agilab/apps/sat_trajectory_project/src/sat_trajectory_worker/sat_trajectory_worker.py	2	2025-11-07T14:57:42.695000+00:00	2025-11-07T14:59:41.929000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "data_in" src/agilab/apps/sat_trajectory_project/src/sat_trajectory_worker/sat_trajectory_worker.py
bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "data_uri" src/agilab/apps/flight_trajectory_project	2	2025-11-07T15:27:55.473000+00:00	2025-11-07T15:29:54.251000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "data_uri" src/agilab/apps/flight_trajectory_project
bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "data_uri" src/agilab/apps/sat_trajectory_project/src/sat_trajectory_worker/sat_trajectory_worker.py	2	2025-11-07T14:57:02.783000+00:00	2025-11-07T14:57:26.053000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "data_uri" src/agilab/apps/sat_trajectory_project/src/sat_trajectory_worker/sat_trajectory_worker.py
bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "normalize_data_uri" -R	2	2025-11-07T15:26:08.659000+00:00	2025-11-07T15:27:14.877000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "normalize_data_uri" -R
bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "normalize_data_uri" src	2	2025-11-07T15:26:12.621000+00:00	2025-11-07T15:26:51.965000+00:00	2	1	bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "normalize_data_uri" src
bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "sat_trajectory" -g"*.py" | rg "data_uri"	2	2025-11-07T14:59:16.480000+00:00	2025-11-07T14:59:59.312000+00:00	2	1	bash -lc cd /Users/agi/PycharmProjects/agilab && rg -n "sat_trajectory" -g"*.py" | rg "data_uri"
bash -lc cd /Users/agi/PycharmProjects/agilab && uv run python src/agilab/examples/flight_trajectory/AGI_run_flight_trajectory.py > /tmp/agi_run.log 2>&1	2	2025-11-08T10:24:58.181000+00:00	2025-11-08T10:26:52.451000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/agilab && uv run python src/agilab/examples/flight_trajectory/AGI_run_flight_trajectory.py > /tmp/agi_run.log 2>&1
bash -lc cd /Users/agi/PycharmProjects/thales_agilab && PYTHONPATH=/Users/agi/PycharmProjects/agilab/src:/Users/agi/PycharmProjects/agilab/src/agilab/core/agi-env/src uv run python docs/gen-docs.py	2	2025-11-13T16:45:06.071000+00:00	2025-11-13T16:45:25.821000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/thales_agilab && PYTHONPATH=/Users/agi/PycharmProjects/agilab/src:/Users/agi/PycharmProjects/agilab/src/agilab/core/agi-env/src uv run python docs/gen-docs.py
bash -lc cd /Users/agi/PycharmProjects/thales_agilab && git checkout -- docs/source/directory-structure.txt docs/source/sat-trajectory-project-licenses.md	2	2025-11-13T16:46:58.788000+00:00	2025-11-13T16:59:01.834000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/thales_agilab && git checkout -- docs/source/directory-structure.txt docs/source/sat-trajectory-project-licenses.md
bash -lc cd /Users/agi/PycharmProjects/thales_agilab && git diff --stat	2	2025-11-13T16:37:33.874000+00:00	2025-11-13T17:20:12.579000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/thales_agilab && git diff --stat
bash -lc cd /Users/agi/PycharmProjects/thales_agilab && git push	2	2025-11-13T16:47:26.690000+00:00	2025-11-13T16:59:31.050000+00:00	1	1	bash -lc cd /Users/agi/PycharmProjects/thales_agilab && git push
bash -lc git checkout -- src/agilab/pages/$'\342\226\266\357\270\217 EXECUTE.py'	2	2025-11-10T12:54:43.923000+00:00	2025-11-10T13:11:50.621000+00:00	1	1	bash -lc git checkout -- src/agilab/pages/$'\342\226\266\357\270\217 EXECUTE.py'
bash -lc git checkout -- src/agilab/pages/▶️ EXECUTE.py src/agilab/apps-pages/view_maps/src/view_maps/view_maps.py src/agilab/apps-pages/view_barycentric/src/view_barycentric/view_barycentric.py src/agilab/core/agi-env/src/agi_env/pagelib.py	2	2025-11-10T10:19:50.874000+00:00	2025-11-10T10:19:54.039000+00:00	1	1	bash -lc git checkout -- src/agilab/pages/▶️ EXECUTE.py src/agilab/apps-pages/view_maps/src/view_maps/view_maps.py src/agilab/apps-pages/view_barycentric/src/view_barycentric/view_barycentric.py src/agilab/core/agi-env/src/agi_env/pagelib.py
bash -lc git diff -- src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py src/agilab/apps/flight_project/src/flight_worker/flight_worker.py	2	2025-11-12T09:08:59.632000+00:00	2025-11-12T09:15:06.779000+00:00	1	1	bash -lc git diff -- src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py src/agilab/apps/flight_project/src/flight_worker/flight_worker.py
bash -lc git diff src/agilab/apps/flight_trajectory_project/src/flight_trajectory/flight_trajectory_args.py	2	2025-11-07T18:12:41.213000+00:00	2025-11-07T18:28:34.195000+00:00	1	1	bash -lc git diff src/agilab/apps/flight_trajectory_project/src/flight_trajectory/flight_trajectory_args.py
bash -lc git push --force --tags origin	2	2025-11-13T15:54:17.538000+00:00	2025-11-13T16:01:28.784000+00:00	2	1	bash -lc git push --force --tags origin
bash -lc git push origin v2025.11.13	2	2025-11-13T17:26:26.948000+00:00	2025-11-13T17:26:33.363000+00:00	2	1	bash -lc git push origin v2025.11.13
bash -lc git reset --hard HEAD~1	2	2025-11-13T15:45:55.722000+00:00	2025-11-13T15:47:38.634000+00:00	1	1	bash -lc git reset --hard HEAD~1
bash -lc git rev-list --objects --all | grep 9794085c2d7817771880824e63ebdac5a1d6112a	2	2025-11-13T15:42:58.577000+00:00	2025-11-13T15:45:21.299000+00:00	1	1	bash -lc git rev-list --objects --all | grep 9794085c2d7817771880824e63ebdac5a1d6112a
bash -lc git rev-parse --show-toplevel	2	2025-11-12T10:41:24.937000+00:00	2025-11-13T17:58:06.669000+00:00	1	2	bash -lc git rev-parse --show-toplevel
bash -lc git status --short docs/source/Agilab-Overview.svg	2	2025-11-13T16:35:54.509000+00:00	2025-11-13T16:36:21.448000+00:00	1	1	bash -lc git status --short docs/source/Agilab-Overview.svg
bash -lc git tag -a v2025.11.13 -m 'v2025.11.13'	2	2025-11-13T17:26:21.997000+00:00	2025-11-13T17:26:30.059000+00:00	2	1	bash -lc git tag -a v2025.11.13 -m 'v2025.11.13'
bash -lc grep -n 'Agent' docs/source/diagrams/classes_agi_node.svg	2	2025-11-13T17:31:57.965000+00:00	2025-11-13T17:32:46.513000+00:00	2	1	bash -lc grep -n 'Agent' docs/source/diagrams/classes_agi_node.svg
bash -lc head -n 60 src/agilab/core/agi-env/src/agi_env/agi_env.py	2	2025-11-10T08:43:03.815000+00:00	2025-11-11T13:01:39.283000+00:00	1	2	bash -lc head -n 60 src/agilab/core/agi-env/src/agi_env/agi_env.py
bash -lc ls .idea/runConfigurations | head	2	2025-11-07T17:24:10.014000+00:00	2025-11-13T12:08:34.839000+00:00	2	2	bash -lc ls .idea/runConfigurations | head
bash -lc ls /Users/agi	2	2025-11-07T18:07:39.031000+00:00	2025-11-10T08:39:28.502000+00:00	1	2	bash -lc ls /Users/agi
bash -lc ls /Users/agi/clustershare	2	2025-11-07T18:07:42.171000+00:00	2025-11-13T12:49:11.029000+00:00	2	2	bash -lc ls /Users/agi/clustershare
bash -lc ls /Users/agi/clustershare/agi	2	2025-11-07T18:43:27.037000+00:00	2025-11-07T18:43:44.307000+00:00	1	1	bash -lc ls /Users/agi/clustershare/agi
bash -lc ls /Users/agi/clustershare/agi/flight	2	2025-11-07T18:43:48.076000+00:00	2025-11-07T18:45:48.700000+00:00	2	1	bash -lc ls /Users/agi/clustershare/agi/flight
bash -lc ls /Users/agi/clustershare/agi/flight/dataset	2	2025-11-07T18:42:45.195000+00:00	2025-11-07T18:45:52.721000+00:00	1	1	bash -lc ls /Users/agi/clustershare/agi/flight/dataset
bash -lc ls /Users/agi/clustershare/agi/flight_trajectory	2	2025-11-07T18:43:31.473000+00:00	2025-11-07T18:46:06.371000+00:00	1	1	bash -lc ls /Users/agi/clustershare/agi/flight_trajectory
bash -lc ls /Users/agi/clustershare/flight_trajectory/dataset | grep way	2	2025-11-12T12:38:07.739000+00:00	2025-11-12T12:41:56.882000+00:00	1	1	bash -lc ls /Users/agi/clustershare/flight_trajectory/dataset | grep way
bash -lc ls /Users/agi/export/flight_trajectory	2	2025-11-08T10:39:17.156000+00:00	2025-11-08T11:15:00.106000+00:00	1	1	bash -lc ls /Users/agi/export/flight_trajectory
bash -lc ls /Users/jpm	2	2025-11-07T08:11:23.374000+00:00	2025-11-07T18:07:31.066000+00:00	1	2	bash -lc ls /Users/jpm
bash -lc ls docs/source/diagrams	2	2025-11-13T16:34:17.922000+00:00	2025-11-13T17:30:45.463000+00:00	1	1	bash -lc ls docs/source/diagrams
bash -lc ls src/agilab/apps	2	2025-11-07T18:01:01.969000+00:00	2025-11-13T17:10:53.920000+00:00	2	2	bash -lc ls src/agilab/apps
bash -lc ls src/agilab/apps/flight_trajectory_project/src	2	2025-11-10T18:23:10.178000+00:00	2025-11-10T18:28:01.330000+00:00	1	1	bash -lc ls src/agilab/apps/flight_trajectory_project/src
bash -lc ls src/agilab/apps/flight_trajectory_project/src/flight_trajectory	2	2025-11-10T16:40:25.650000+00:00	2025-11-13T17:07:06.655000+00:00	1	2	bash -lc ls src/agilab/apps/flight_trajectory_project/src/flight_trajectory
bash -lc ls src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker	2	2025-11-10T18:07:59.784000+00:00	2025-11-12T12:37:44.654000+00:00	1	2	bash -lc ls src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker
bash -lc ls src/agilab/apps/flight_trajectory_project/tools	2	2025-11-07T18:29:05.705000+00:00	2025-11-10T18:06:49.476000+00:00	2	2	bash -lc ls src/agilab/apps/flight_trajectory_project/tools
bash -lc ls src/agilab/apps/mycode_project/src	2	2025-11-13T14:03:46.515000+00:00	2025-11-13T17:06:43.776000+00:00	2	1	bash -lc ls src/agilab/apps/mycode_project/src
bash -lc ls src/agilab/apps/mycode_project/src/mycode	2	2025-11-13T14:02:49.081000+00:00	2025-11-13T17:06:34.056000+00:00	2	1	bash -lc ls src/agilab/apps/mycode_project/src/mycode
bash -lc ls src/agilab/core/agi-env/src/agi_env/resources/mistral_offline	2	2025-11-13T15:37:57.979000+00:00	2025-11-13T15:43:55.087000+00:00	2	1	bash -lc ls src/agilab/core/agi-env/src/agi_env/resources/mistral_offline
bash -lc ls src/agilab/examples/flight_trajectory	2	2025-11-10T12:29:52.325000+00:00	2025-11-10T18:06:12.375000+00:00	1	2	bash -lc ls src/agilab/examples/flight_trajectory
bash -lc ls ~/log	2	2025-11-07T17:01:03.118000+00:00	2025-11-08T10:35:07.437000+00:00	1	2	bash -lc ls ~/log
bash -lc lsof -i tcp:7076 || true	2	2025-11-13T12:24:12.125000+00:00	2025-11-13T12:25:41.544000+00:00	2	1	bash -lc lsof -i tcp:7076 || true
bash -lc mkdir -p src/agilab/core/agi-env/src/agi_env/resources/mistral_offline/data && cat <<'EOF' > src/agilab/core/agi-env/src/agi_env/resources/mistral_offline/data/.gitignore * !.gitignore !.gitkeep EOF && touch src/agilab/core/agi-env/src/agi_env/resources/mistral_offline/data/.gitkeep	2	2025-11-13T15:44:02.765000+00:00	2025-11-13T15:46:21.342000+00:00	1	1	bash -lc mkdir -p src/agilab/core/agi-env/src/agi_env/resources/mistral_offline/data && cat <<'EOF' > src/agilab/core/agi-env/src/agi_env/resources/mistral_offline/data/.gitignore * !.gitignore !.gitkeep EOF && touch src/agilab/core/agi-env/src/agi_env/resources/mistral_offline/data/.gitkeep
bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/flight_trajectory/flight_trajectory_args.py | sed -n '1,200p'	2	2025-11-07T18:13:26.649000+00:00	2025-11-10T17:50:40.367000+00:00	1	2	bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/flight_trajectory/flight_trajectory_args.py | sed -n '1,200p'
bash -lc ps -ef | grep -i dask | grep -v grep	2	2025-11-10T18:20:54.993000+00:00	2025-11-10T18:22:10.968000+00:00	1	1	bash -lc ps -ef | grep -i dask | grep -v grep
bash -lc ps aux | grep -i dask | grep -v grep	2	2025-11-13T12:14:55.428000+00:00	2025-11-13T12:16:11.991000+00:00	1	1	bash -lc ps aux | grep -i dask | grep -v grep
bash -lc python3 - <<'PY' from agi_env import AgiEnv from pathlib import Path app_path = Path('src/agilab/apps/flight_project').resolve() env = AgiEnv(apps_dir=app_path.parent, app=app_path.name, verbose=1) print('home', env.home_abs) print('data_rel', env.data_rel) print('data_root attr', getattr(env, 'data_root', None)) PY	2	2025-11-11T13:29:06.933000+00:00	2025-11-11T13:29:09.906000+00:00	1	1	bash -lc python3 - <<'PY' from agi_env import AgiEnv from pathlib import Path app_path = Path('src/agilab/apps/flight_project').resolve() env = AgiEnv(apps_dir=app_path.parent, app=app_path.name, verbose=1) print('home', env.home_abs) print('data_rel', env.data_rel) print('data_root attr', getattr(env, 'data_root', None)) PY
bash -lc python3 - <<'PY' import re from pathlib import Path pattern = re.compile(r'\bdata_in\b') for base in [Path('src/agilab/apps/flight_project/.venv'), Path('src/agilab/apps/network_sim_project/.venv')]:     if not base.exists():         continue     for path in base.rglob('*'):         if not path.is_file():             continue         try:             text = path.read_text()         except Exception:             continue         if 'data_in' not in text:             continue         new_text = pattern.sub('data_uri', text)         if new_text != text:             path.write_text(new_text) PY	2	2025-11-07T09:10:17.689000+00:00	2025-11-07T09:10:25.990000+00:00	1	1	bash -lc python3 - <<'PY' import re from pathlib import Path pattern = re.compile(r'\bdata_in\b') for base in [Path('src/agilab/apps/flight_project/.venv'), Path('src/agilab/apps/network_sim_project/.venv')]:     if not base.exists():         continue     for path in base.rglob('*'):         if not path.is_file():             continue         try:             text = path.read_text()         except Exception:             continue         if 'data_in' not in text:             continue         new_text = pattern.sub('data_uri', text)         if new_text != text:             path.write_text(new_text) PY
